id,split,region,label,class,scene_type,purity,frac_water,frac_vegetation,frac_built_up,frac_barren,frac_cropland,deg_sigma_x,deg_sigma_y,deg_theta,deg_noise,deg_jpeg_q,deg_noise_seed
lulc_00000,lulc,214,4,cropland,farmland,0.8305935329861112,0.039713541666666664,0.0,0.1296929253472222,0.0,0.8305935329861112,1.4329706076679813,1.1539987848128381,2.3108379007707818,3.4924206439690493,57,1844205634
lulc_00001,lulc,213,4,cropland,farmland,0.8040364583333334,0.0,0.19596354166666666,0.0,0.0,0.8040364583333334,2.299297196214512,1.0064060449530001,0.9055443578597498,4.926375596630093,68,1517295781
lulc_00002,lulc,210,0,water,harbour,1.0,1.0,0.0,0.0,0.0,0.0,0.8485209071671658,0.897275571154232,2.5946220513913216,3.423036076606249,64,1999423345
lulc_00003,lulc,234,4,cropland,farmland,0.9213053385416666,0.03811306423611111,0.040581597222222224,0.0,0.0,0.9213053385416666,1.8768581963411846,0.865693983556952,0.008196556006191957,6.411893479453339,46,556127982
lulc_00004,lulc,218,2,built_up,urban_grid,1.0,0.0,0.0,1.0,0.0,0.0,2.153087832815142,1.6642662767235286,1.6283191031544237,2.278612762805941,83,531240964
lulc_00005,lulc,229,2,built_up,urban_grid,0.6562228732638888,0.0,0.169677734375,0.6562228732638888,0.1740993923611111,0.0,1.422873600299928,1.7885880713113589,0.829677543191402,0.5410771175497677,82,107018212
lulc_00006,lulc,214,1,vegetation,farmland,0.7989637586805556,0.05881076388888889,0.7989637586805556,0.07953559027777778,0.0,0.06268988715277778,1.3499024930237302,0.7132807139963453,1.6484204321233673,1.1314723834647467,74,1686253843
lulc_00007,lulc,225,4,cropland,farmland,0.7698838975694444,0.037841796875,0.0,0.19227430555555555,0.0,0.7698838975694444,1.7367226191039937,1.9484684946386093,0.15023957022488338,8.636969315585375,79,91196156
lulc_00008,lulc,232,1,vegetation,farmland,0.7695041232638888,0.0,0.7695041232638888,0.2304958767361111,0.0,0.0,1.6529156016632354,2.0695280621678838,1.9565756109954668,0.9141182382743627,60,2043187635
lulc_00009,lulc,225,1,vegetation,river_delta,0.6754014756944444,0.035237630208333336,0.6754014756944444,0.0,0.2893608940972222,0.0,1.7600387695440762,1.4183632177987398,2.5147256292592934,6.536027041781472,77,2029091538
lulc_00010,lulc,232,0,water,river_delta,1.0,1.0,0.0,0.0,0.0,0.0,0.6828877234721707,1.9875816966929132,0.5184941412888112,0.4449435280091367,92,1278416895
lulc_00011,lulc,222,3,barren,urban_grid,0.7664930555555556,0.0,0.2057834201388889,0.027723524305555556,0.7664930555555556,0.0,1.5037220936834332,1.4182156739373906,2.914181612219874,6.454862715983823,48,955446439
lulc_00012,lulc,219,1,vegetation,farmland,0.7948404947916666,0.0,0.7948404947916666,0.20515950520833334,0.0,0.0,1.1176239388576468,1.8397638971466965,2.312472339224234,6.234432152803623,58,1128273178
lulc_00013,lulc,211,2,built_up,urban_grid,1.0,0.0,0.0,1.0,0.0,0.0,1.5025629606959283,1.1470989257836333,1.9223190362761278,0.7468495331184206,88,785134400
lulc_00014,lulc,220,4,cropland,farmland,1.0,0.0,0.0,0.0,0.0,1.0,1.0059101089823557,0.9510690227137932,1.5355052733344057,0.22832678860831912,64,1824891113
lulc_00015,lulc,235,3,barren,urban_grid,1.0,0.0,0.0,0.0,1.0,0.0,0.9749011110055779,2.1997727670114324,2.241198701493885,9.273696189829199,89,567474639
lulc_00016,lulc,236,2,built_up,harbour,0.88427734375,0.07218424479166667,0.0,0.88427734375,0.043538411458333336,0.0,1.0131434603221199,1.7171035625275461,1.901009300427302,6.838974948148435,86,1150664370
